Num_Acc;catv;situ;adr;jour;mois;an;dep;lat;long;hrmn;atm;grav;sexe;an_nais;trajet;age
201900017111;1;5;ROUTE DES TRIBUNES;12;9;2019;75;48.864037;2.234237;19:45;1;4;1;1984;5;35
201900017118;1;1;AVENUE BOSQUET;12;9;2019;75;48.8598198;2.3028583;09:40;1;4;2;1983;0;36
201900017118;1;1;AVENUE BOSQUET;12;9;2019;75;48.8598198;2.3028583;09:40;1;1;1;1929;0;90
201900017315;1;6;BOULEVARD SAINT MICHEL;14;10;2019;75;48.851393;2.343172;11:25;1;4;1;1998;1;21
201900017322;1;5;BOULEVARD DE MAGENTA;14;10;2019;75;48.8821744;2.3507755;09:10;1;4;2;1980;0;39
201900017322;1;5;BOULEVARD DE MAGENTA;14;10;2019;75;48.8821744;2.3507755;09:10;1;1;1;1990;0;29
201900017412;1;5;BOULEVARD BESSIERES;14;10;2019;75;48.8946862;2.31475;08:35;1;1;1;1993;1;26
201900017412;1;5;BOULEVARD BESSIERES;14;10;2019;75;48.8946862;2.31475;08:35;1;4;2;2012;2;7
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;4;1;1993;9;26
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1969;0;50
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1988;0;31
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1987;0;32
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1993;4;26
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1991;0;28
201900018287;1;5;BOULEVARD DE STRASBOURG;17;11;2019;75;48.8748112;2.3573878;03:35;1;1;1;1975;0;44
201900018674;1;5;BOULEVARD JOURDAN;26;12;2019;75;48.8196464;2.3419298;07:10;1;1;1;1992;1;27
201900018674;1;5;BOULEVARD JOURDAN;26;12;2019;75;48.8196464;2.3419298;07:10;1;3;1;1975;1;44
201900018674;1;5;BOULEVARD JOURDAN;26;12;2019;75;48.8196464;2.3419298;07:10;1;1;1;1992;1;27
201900018674;1;5;BOULEVARD JOURDAN;26;12;2019;75;48.8196464;2.3419298;07:10;1;3;1;1975;1;44
201900018987;1;5;RUE D AUBERVILLIERS;11;9;2019;75;48.885543;2.365805;16:16;1;1;1;1946;5;73
201900018987;1;5;RUE D AUBERVILLIERS;11;9;2019;75;48.885543;2.365805;16:16;1;4;1;1997;5;22
201900018988;1;1;AVENUE DE LA GRANDE ARMEE;11;9;2019;75;48.874607;2.293113;19:50;1;4;2;1986;5;33
201900018988;1;1;AVENUE DE LA GRANDE ARMEE;11;9;2019;75;48.874607;2.293113;19:50;1;4;1;1984;0;35
201900018991;1;1;AVENUE DAUMESNIL;11;9;2019;75;48.8335532;2.4147756;17:40;1;4;1;1977;0;42
201900018991;1;1;AVENUE DAUMESNIL;11;9;2019;75;48.8335532;2.4147756;17:40;1;1;1;1983;5;36
201900018995;1;5;PONT DE SULLY;11;9;2019;75;48.8508089;2.3614436;09:00;8;4;1;1978;0;41
201900019199;1;1;RUE MANIN;13;10;2019;75;48.880943;2.38015;18:05;1;4;1;1976;0;43
201900019199;1;1;RUE MANIN;13;10;2019;75;48.880943;2.38015;18:05;1;1;1;1996;0;23
201900019207;1;6;RUE SAINT LAZARE;13;10;2019;75;48.8757067;2.327775;20:00;1;4;1;1996;0;23
201900020453;1;5;BOULEVARD DE MENILMONTANT;26;12;2019;75;48.8618569;2.388033;15:35;1;1;1;1991;1;28
201900020453;1;5;BOULEVARD DE MENILMONTANT;26;12;2019;75;48.8618569;2.388033;15:35;1;4;2;1967;0;52
201900020453;1;5;BOULEVARD DE MENILMONTANT;26;12;2019;75;48.8618569;2.388033;15:35;1;1;1;1991;1;28
201900020453;1;5;BOULEVARD DE MENILMONTANT;26;12;2019;75;48.8618569;2.388033;15:35;1;4;2;1967;0;52
201900020456;1;1;BOULEVARD SUCHET;17;12;2019;75;48.8589064;2.2656566;09:45;1;4;2;1989;1;30
201900020456;1;1;BOULEVARD SUCHET;17;12;2019;75;48.8589064;2.2656566;09:45;1;1;1;1974;5;45
201900020458;1;5;RUE DE LOURMEL;26;12;2019;75;48.849618;2.291457;15:55;1;4;2;1942;0;77
201900020458;1;5;RUE DE LOURMEL;26;12;2019;75;48.849618;2.291457;15:55;1;1;1;1999;5;20
201900020902;1;1;RUE DE LA CONVENTION;10;10;2019;75;48.83907;2.292356;21:00;1;4;1;1997;4;22
201900020902;1;1;RUE DE LA CONVENTION;10;10;2019;75;48.83907;2.292356;21:00;1;1;1;1956;0;63
201900020906;1;1;RUE LA BOETIE;11;10;2019;75;48.8722858;2.3093919;08:50;1;4;2;1976;1;43
201900020906;1;1;RUE LA BOETIE;11;10;2019;75;48.8722858;2.3093919;08:50;1;1;2;1985;1;34
201900021015;1;5;RUE DU RENDEZ VOUS;10;9;2019;75;48.84538;2.404111;12:25;1;4;1;1950;0;69
201900021015;1;5;RUE DU RENDEZ VOUS;10;9;2019;75;48.84538;2.404111;12:25;1;4;1;2006;5;13
201900021017;1;1;BOULEVARD DES INVALIDES;10;9;2019;75;48.848296;2.315779;20:40;1;1;1;1979;0;40
201900021017;1;1;BOULEVARD DES INVALIDES;10;9;2019;75;48.848296;2.315779;20:40;1;4;1;1997;0;22
201900022139;1;5;BOULEVARD DE BELLEVILLE;10;11;2019;75;48.8715375;2.3775932;12:40;1;1;1;2000;0;19
201900022139;1;5;BOULEVARD DE BELLEVILLE;10;11;2019;75;48.8715375;2.3775932;12:40;1;4;1;1985;0;34
201900022146;1;1;ROUTE DE LA MUETTE A NEUILLY;15;11;2019;75;48.864506;2.266503;06:00;2;1;1;1967;0;52
201900022146;1;1;ROUTE DE LA MUETTE A NEUILLY;15;11;2019;75;48.864506;2.266503;06:00;2;4;1;1958;0;61
201900022150;1;5;RUE DAREAU;15;11;2019;75;48.8309;2.3367;19:50;2;4;1;1960;0;59
201900022150;1;5;RUE DAREAU;15;11;2019;75;48.8309;2.3367;19:50;2;4;1;1984;1;35
201900022372;1;1;RUE DE BELLEVILLE;24;12;2019;75;48.87539;2.390057;17:00;1;1;1;1989;0;30
201900022372;1;1;RUE DE BELLEVILLE;24;12;2019;75;48.87539;2.390057;17:00;1;3;2;1979;0;40
201900022707;1;1;RUE ORDENER;10;10;2019;75;48.8929894;2.3410362;19:35;1;4;1;1992;0;27
201900022707;1;1;RUE ORDENER;10;10;2019;75;48.8929894;2.3410362;19:35;1;1;1;1962;9;57
201900022713;1;1;PLACE DE LA PORTE D AUTEUIL;8;10;2019;75;48.8480887;2.258014;16:00;2;4;1;1933;0;86
201900022713;1;1;PLACE DE LA PORTE D AUTEUIL;8;10;2019;75;48.8480887;2.258014;16:00;2;1;1;1980;5;39
201900022721;1;5;RUE DU BAC;10;10;2019;75;48.856722;2.3270456;18:20;1;1;1;1995;4;24
201900022721;1;5;RUE DU BAC;10;10;2019;75;48.856722;2.3270456;18:20;1;4;1;1995;0;24
201900022787;1;1;RUE D AVRON;9;9;2019;75;48.8515836;2.3998432;20:30;1;4;2;1984;5;35
201900022790;1;1;AVENUE DE CLICHY;9;9;2019;75;48.890269;2.320759;12:30;1;1;1;1971;4;48
201900022790;1;1;AVENUE DE CLICHY;9;9;2019;75;48.890269;2.320759;12:30;1;4;1;1998;4;21
201900022792;1;1;ALLEE DE LONGCHAMP;9;9;2019;75;48.87492;2.271104;20:00;1;4;1;1961;1;58
201900022792;1;1;ALLEE DE LONGCHAMP;9;9;2019;75;48.87492;2.271104;20:00;1;1;1;2005;5;14
201900022792;1;1;ALLEE DE LONGCHAMP;9;9;2019;75;48.87492;2.271104;20:00;1;1;1;2006;5;13
201900022918;1;1;RUE SORBIER;8;9;2019;75;48.866761;2.391487;20:15;1;4;1;1998;0;21
201900022918;1;1;RUE SORBIER;8;9;2019;75;48.866761;2.391487;20:15;1;1;1;1980;0;39
201900023897;1;1;BOULEVARD DE ROCHECHOUART;14;11;2019;75;48.883837;2.349478;09:55;1;4;2;1995;0;24
201900023897;1;1;BOULEVARD DE ROCHECHOUART;14;11;2019;75;48.883837;2.349478;09:55;1;1;2;1977;4;42
201900023898;1;1;ROUTE DE LA PTE DAUPHINE A LA PTE DES SA;13;11;2019;75;48.8749121;2.2711113;19:55;1;1;1;1989;5;30
201900023898;1;1;ROUTE DE LA PTE DAUPHINE A LA PTE DES SA;13;11;2019;75;48.8749121;2.2711113;19:55;1;4;2;1989;5;30
201900023898;1;1;ROUTE DE LA PTE DAUPHINE A LA PTE DES SA;13;11;2019;75;48.8749121;2.2711113;19:55;1;1;1;1971;0;48
201900023905;1;1;RUE DE L AQUEDUC;13;11;2019;75;48.8824474;2.3640507;11:35;2;4;2;1989;1;30
201900023905;1;1;RUE DE L AQUEDUC;13;11;2019;75;48.8824474;2.3640507;11:35;2;1;1;1963;4;56
201900024296;1;5;RUE FALGUIERE;9;10;2019;75;48.8409;2.31327;10:50;2;4;2;1957;5;62
201900024300;1;5;BOULEVARD BRUNE;9;10;2019;75;48.8257434;2.3145081;09:30;2;1;1;1995;4;24
201900024300;1;5;BOULEVARD BRUNE;9;10;2019;75;48.8257434;2.3145081;09:30;2;4;1;1987;4;32
201900024301;1;5;QUAI D AUSTERLITZ;9;10;2019;75;48.8383304;2.3728006;20:30;1;1;1;1972;5;47
201900024301;1;5;QUAI D AUSTERLITZ;9;10;2019;75;48.8383304;2.3728006;20:30;1;4;2;1989;5;30
201900024306;1;1;RUE DE CHARONNE;8;10;2019;75;48.855129;2.387104;21:55;2;1;1;1987;0;32
201900024306;1;1;RUE DE CHARONNE;8;10;2019;75;48.855129;2.387104;21:55;2;4;1;1992;0;27
201900024411;1;6;BOULEVARD DE L HOPITAL;23;12;2019;75;48.84033;2.362023;17:45;1;1;1;2004;5;15
201900024411;1;6;BOULEVARD DE L HOPITAL;23;12;2019;75;48.84033;2.362023;17:45;1;4;1;1959;0;60
201900024413;1;5;PLACE DE LA PORTE DE VINCENNES;23;12;2019;75;48.846592;2.4138948;15:50;1;4;1;1990;0;29
201900024413;1;5;PLACE DE LA PORTE DE VINCENNES;23;12;2019;75;48.846592;2.4138948;15:50;1;1;1;1979;1;40
201900025702;1;1;RUE ORDENER;13;11;2019;75;48.8917229;2.3487301;09:50;8;4;1;1992;0;27
201900025702;1;1;RUE ORDENER;13;11;2019;75;48.8917229;2.3487301;09:50;8;1;1;1974;4;45
201900025703;1;1;AVENUE DE SAINT OUEN;13;11;2019;75;48.8955646;2.3282861;09:45;1;1;1;1993;1;26
201900025703;1;1;AVENUE DE SAINT OUEN;13;11;2019;75;48.8955646;2.3282861;09:45;1;4;1;2002;2;17
201900025703;1;1;AVENUE DE SAINT OUEN;13;11;2019;75;48.8955646;2.3282861;09:45;1;4;1;2002;1;17
201900025706;1;1;ROUTE DE SEVRES A NEUILLY;13;11;2019;75;48.854154;2.237366;16:00;1;3;1;1942;5;77
201900025706;1;1;ROUTE DE SEVRES A NEUILLY;13;11;2019;75;48.854154;2.237366;16:00;1;1;1;1999;5;20
201900025709;1;1;RUE LA FAYETTE;13;11;2019;75;48.881574;2.3657;19:15;1;1;1;1991;0;28
201900025709;1;1;RUE LA FAYETTE;13;11;2019;75;48.881574;2.3657;19:15;1;4;2;1990;1;29
201900025796;1;1;AVENUE GAMBETTA;21;12;2019;75;48.871453;2.404171;19:50;2;4;1;1978;1;41
201900025796;1;1;AVENUE GAMBETTA;21;12;2019;75;48.871453;2.404171;19:50;2;4;1;2003;0;16
201900025809;1;5;RUE DE LUYNES;21;12;2019;75;48.85473;2.325996;07:35;1;1;1;1970;0;49
201900025809;1;5;RUE DE LUYNES;21;12;2019;75;48.85473;2.325996;07:35;1;4;2;1996;0;23
201900025810;1;1;VOIE GEORGES POMPIDOU;21;12;2019;75;48.8510483;2.3611412;11:35;1;4;1;1960;5;59
201900025811;1;5;RUE DE RIVOLI;20;12;2019;75;48.8643902;2.3301115;17:45;1;4;1;1985;9;34
201900025811;1;5;RUE DE RIVOLI;20;12;2019;75;48.8643902;2.3301115;17:45;1;1;1;1980;9;39
201900025811;1;5;RUE DE RIVOLI;20;12;2019;75;48.8643902;2.3301115;17:45;1;4;1;1985;9;34
201900025811;1;5;RUE DE RIVOLI;20;12;2019;75;48.8643902;2.3301115;17:45;1;1;1;1980;9;39
201900026380;1;1;RUE AIME MOROT;3;9;2019;75;48.8206261;2.3494568;20:15;1;1;1;1968;1;51
201900026380;1;1;RUE AIME MOROT;3;9;2019;75;48.8206261;2.3494568;20:15;1;4;1;2005;0;14
201900026382;1;1;RUE DE BELLEVILLE;4;9;2019;75;48.87671;2.404962;13:20;1;4;1;1986;0;33
201900026382;1;1;RUE DE BELLEVILLE;4;9;2019;75;48.87671;2.404962;13:20;1;1;2;1988;0;31
201900026386;1;1;BOULEVARD BERTHIER;5;9;2019;75;48.886468;2.29577;08:45;1;1;1;1981;1;38
201900026386;1;1;BOULEVARD BERTHIER;5;9;2019;75;48.886468;2.29577;08:45;1;4;2;1997;2;22
201900026391;1;1;CARREFOUR DES ANCIENS COMBATTANTS   BOUL;6;9;2019;75;48.8484932;2.2421175;17:30;1;1;2;1930;5;89
201900026391;1;1;CARREFOUR DES ANCIENS COMBATTANTS   BOUL;6;9;2019;75;48.8484932;2.2421175;17:30;1;4;1;1959;5;60
201900026397;1;1;BOULEVARD PASTEUR;6;9;2019;75;48.840612;2.314975;07:00;1;4;2;1958;1;61
201900026400;1;1;RUE DES PLANTES;4;9;2019;75;48.829299;2.322656;09:45;1;1;1;1973;4;46
201900026400;1;1;RUE DES PLANTES;4;9;2019;75;48.829299;2.322656;09:45;1;4;2;1989;1;30
201900026405;1;6;BOULEVARD DE L HOPITAL;5;9;2019;75;48.8398467;2.3616955;21:00;1;4;1;1969;5;50
201900026405;1;6;BOULEVARD DE L HOPITAL;5;9;2019;75;48.8398467;2.3616955;21:00;1;4;1;1990;5;29
201900026409;1;5;PLACE DE LA REPUBLIQUE;6;9;2019;75;48.86674;2.36516;09:35;1;4;2;1951;1;68
201900026409;1;5;PLACE DE LA REPUBLIQUE;6;9;2019;75;48.86674;2.36516;09:35;1;4;2;1951;1;68
201900026416;1;1;BOULEVARD HAUSSMANN;4;9;2019;75;48.872362;2.337426;13:15;1;4;1;1971;1;48
201900026416;1;1;BOULEVARD HAUSSMANN;4;9;2019;75;48.872362;2.337426;13:15;1;1;1;1966;4;53
201900026416;1;1;BOULEVARD HAUSSMANN;4;9;2019;75;48.872362;2.337426;13:15;1;1;1;1989;4;30
201900026421;1;1;QUAI DE L HOTEL DE VILLE;6;9;2019;75;48.854371;2.3549358;17:20;1;4;1;1972;1;47
201900027663;1;5;AVENUE DE VILLIERS;17;12;2019;75;48.88502;2.296647;08:15;1;1;1;1985;4;34
201900027663;1;5;AVENUE DE VILLIERS;17;12;2019;75;48.88502;2.296647;08:15;1;4;2;1994;0;25
201900027669;1;5;RUE D AUBERVILLIERS;19;12;2019;75;48.898287;2.370489;22:15;2;3;1;1991;9;28
201900027669;1;5;RUE D AUBERVILLIERS;19;12;2019;75;48.898287;2.370489;22:15;2;1;1;1987;4;32
201900027676;1;1;AVENUE DAUMESNIL;19;12;2019;75;48.838449;2.398683;10:25;2;4;2;1971;1;48
201900027676;1;1;AVENUE DAUMESNIL;19;12;2019;75;48.838449;2.398683;10:25;2;1;1;1960;1;59
201900027680;1;1;PLACE DE LA CONCORDE;20;12;2019;75;48.864408;2.32179;09:25;2;4;1;1968;1;51
201900027680;1;1;PLACE DE LA CONCORDE;20;12;2019;75;48.864408;2.32179;09:25;2;4;1;1968;1;51
201900027683;1;5;QUAI VOLTAIRE;20;12;2019;75;48.8588441;2.3314485;10:45;8;4;1;1967;0;52
201900027683;1;5;QUAI VOLTAIRE;20;12;2019;75;48.8588441;2.3314485;10:45;8;1;1;1994;0;25
201900027683;1;5;QUAI VOLTAIRE;20;12;2019;75;48.8588441;2.3314485;10:45;8;4;1;1967;0;52
201900027683;1;5;QUAI VOLTAIRE;20;12;2019;75;48.8588441;2.3314485;10:45;8;1;1;1994;0;25
201900027684;1;1;BOULEVARD RASPAIL;19;12;2019;75;48.85606;2.325895;09:05;1;4;2;1962;0;57
201900027686;1;1;RUE DE GRAMONT;20;12;2019;75;48.8708478;2.3369398;07:55;2;1;1;1989;1;30
201900027686;1;1;RUE DE GRAMONT;20;12;2019;75;48.8708478;2.3369398;07:55;2;4;1;1978;0;41
201900027725;1;1;BOULEVARD SERURIER;8;10;2019;75;48.8857674;2.3943731;12:50;2;4;1;1995;0;24
201900027725;1;1;BOULEVARD SERURIER;8;10;2019;75;48.8857674;2.3943731;12:50;2;1;2;1979;4;40
201900027730;1;1;BOULEVARD DU MONTPARNASSE;8;10;2019;75;48.8450978;2.3201241;19:25;1;4;2;1990;0;29
201900029264;1;1;AVENUE DE SAINT OUEN;11;11;2019;75;48.893004;2.327429;01:10;1;4;1;1981;0;38
201900029267;1;5;BOULEVARD DE BELLEVILLE;11;11;2019;75;48.870612;2.378354;17:50;1;4;2;1994;9;25
201900029267;1;5;BOULEVARD DE BELLEVILLE;11;11;2019;75;48.870612;2.378354;17:50;1;1;1;1978;5;41
201900029520;1;5;QUAI FRANCOIS MAURIAC;18;12;2019;75;48.835683;2.37538;07:50;8;4;1;1989;1;30
201900029520;1;5;QUAI FRANCOIS MAURIAC;18;12;2019;75;48.835683;2.37538;07:50;8;1;1;1999;5;20
201900029521;1;5;BOULEVARD PONIATOWSKI;19;12;2019;75;48.834267;2.404724;09:20;8;4;1;1993;1;26
201900029521;1;5;BOULEVARD PONIATOWSKI;19;12;2019;75;48.834267;2.404724;09:20;8;1;2;1982;1;37
201900029527;1;5;RUE DU BAC;19;12;2019;75;48.852362;2.3236245;19:10;1;4;2;1960;5;59
201900029529;1;6;QUAI DES CELESTINS;19;12;2019;75;48.851027;2.361127;11:30;8;4;1;1947;9;72
201900029559;1;6;QUAI DE CONTI;7;10;2019;75;48.8568023;2.3392779;20:10;1;1;1;1982;0;37
201900029559;1;6;QUAI DE CONTI;7;10;2019;75;48.8568023;2.3392779;20:10;1;4;1;1976;0;43
201900029567;1;5;BOULEVARD DES BATIGNOLLES;7;10;2019;75;48.8832241;2.3253237;10:00;1;4;2;1994;1;25
201900029567;1;5;BOULEVARD DES BATIGNOLLES;7;10;2019;75;48.8832241;2.3253237;10:00;1;1;1;1958;5;61
201900029574;1;1;CARREFOUR DE PYRAMIDE;7;10;2019;75;48.8339963;2.4455832;15:00;1;4;2;1938;5;81
201900029580;1;5;RUE DE RIVOLI;7;10;2019;75;48.8554569;2.3600888;15:30;1;4;2;1959;0;60
201900029580;1;5;RUE DE RIVOLI;7;10;2019;75;48.8554569;2.3600888;15:30;1;1;2;1964;0;55
201900029704;1;6;RUE SAINT MARTIN;5;10;2019;75;48.8670271;2.3544618;23:20;1;1;1;1984;0;35
201900029704;1;6;RUE SAINT MARTIN;5;10;2019;75;48.8670271;2.3544618;23:20;1;4;1;1977;5;42
201900030065;1;6;BOULEVARD BARBES;4;9;2019;75;48.883852;2.349476;16:15;1;4;2;1971;1;48
201900030065;1;6;BOULEVARD BARBES;4;9;2019;75;48.883852;2.349476;16:15;1;1;1;1971;5;48
201900030069;1;1;PLACE CAMBRONNE;4;9;2019;75;48.8477752;2.3015701;17:05;1;4;1;1964;1;55
201900030069;1;1;PLACE CAMBRONNE;4;9;2019;75;48.8477752;2.3015701;17:05;1;1;2;1956;0;63
201900030071;1;1;BOULEVARD BRUNE;3;9;2019;75;48.826513;2.31104;18:35;1;1;1;1963;5;56
201900030071;1;1;BOULEVARD BRUNE;3;9;2019;75;48.826513;2.31104;18:35;1;4;1;1990;1;29
201900030072;1;1;RUE DE TOLBIAC;4;9;2019;75;48.8284661;2.3729348;17:00;1;1;1;1998;1;21
201900030072;1;1;RUE DE TOLBIAC;4;9;2019;75;48.8284661;2.3729348;17:00;1;4;1;1972;5;47
201900030073;1;5;AVENUE D ITALIE;4;9;2019;75;48.8267561;2.3570893;07:47;1;4;1;1994;0;25
201900030073;1;5;AVENUE D ITALIE;4;9;2019;75;48.8267561;2.3570893;07:47;1;1;1;1950;0;69
201900030074;1;1;RUE DE MONTREUIL;4;9;2019;75;48.85046;2.392937;14:30;1;4;1;1981;9;38
201900030074;1;1;RUE DE MONTREUIL;4;9;2019;75;48.85046;2.392937;14:30;1;1;1;1984;0;35
201900030078;1;1;RUE DE GRENELLE;4;9;2019;75;48.857884;2.31589;15:45;1;1;1;1994;4;25
201900030078;1;1;RUE DE GRENELLE;4;9;2019;75;48.857884;2.31589;15:45;1;4;2;1998;2;21
201900031032;1;1;RUE DU FAUBOURG MONTMARTRE;9;11;2019;75;48.8766588;2.3394497;12:00;1;1;1;1999;0;20
201900031032;1;1;RUE DU FAUBOURG MONTMARTRE;9;11;2019;75;48.8766588;2.3394497;12:00;1;4;2;1936;0;83
201900031295;1;5;BOULEVARD DAVOUT;16;12;2019;75;48.861179;2.409347;07:20;3;4;1;1963;1;56
201900031296;1;6;BOULEVARD BERTHIER;16;12;2019;75;48.887323;2.297886;07:30;3;1;2;1963;1;56
201900031296;1;6;BOULEVARD BERTHIER;16;12;2019;75;48.887323;2.297886;07:30;3;4;2;1988;1;31
201900031498;1;1;RUE DU DEPARTEMENT;5;10;2019;75;48.8857448;2.3649831;03:30;1;4;1;1987;0;32
201900031498;1;1;RUE DU DEPARTEMENT;5;10;2019;75;48.8857448;2.3649831;03:30;1;1;1;1977;0;42
201900032086;1;1;AVENUE DU GENERAL LECLERC;3;9;2019;75;48.8284772;2.3274158;15:35;1;1;1;1964;5;55
201900032086;1;1;AVENUE DU GENERAL LECLERC;3;9;2019;75;48.8284772;2.3274158;15:35;1;4;1;1980;4;39
201900033018;1;5;ROUTE DES TRIBUNES;15;12;2019;75;48.8578254;2.2288065;16:10;1;4;1;2011;5;8
201900033018;1;5;ROUTE DES TRIBUNES;15;12;2019;75;48.8578254;2.2288065;16:10;1;4;1;1977;5;42
201900033034;1;1;RUE DE RENNES;8;11;2019;75;48.850279;2.329938;16:30;1;1;2;1947;0;72
201900033034;1;1;RUE DE RENNES;8;11;2019;75;48.850279;2.329938;16:30;1;4;1;1973;0;46
201900033036;1;1;RUE NOTRE DAME DES CHAMPS;7;11;2019;75;48.8418703;2.3322345;10:30;1;1;1;1963;1;56
201900033036;1;1;RUE NOTRE DAME DES CHAMPS;7;11;2019;75;48.8418703;2.3322345;10:30;1;4;2;1973;2;46
201900033037;1;4;RUE VITRUVE;8;11;2019;75;48.859151;2.40646;13:40;1;4;1;1979;3;40
201900033037;1;4;RUE VITRUVE;8;11;2019;75;48.859151;2.40646;13:40;1;3;2;1944;0;75
201900033046;1;1;RUE DE PASSY;8;11;2019;75;48.8579035;2.2807574;16:10;1;1;1;2003;1;16
201900033046;1;1;RUE DE PASSY;8;11;2019;75;48.8579035;2.2807574;16:10;1;4;2;1950;0;69
201900033051;1;1;RUE EMERIAU;8;11;2019;75;48.849624;2.286154;12:02;1;1;1;1978;4;41
201900033051;1;1;RUE EMERIAU;8;11;2019;75;48.849624;2.286154;12:02;1;1;2;1996;0;23
201900033051;1;1;RUE EMERIAU;8;11;2019;75;48.849624;2.286154;12:02;1;4;1;1961;0;58
201900033053;1;5;BOULEVARD LEFEBVRE;7;11;2019;75;48.83223;2.2896;09:15;1;4;2;1983;1;36
201900033058;1;1;RUE DE DOUAI;8;11;2019;75;48.8814238;2.3356149;10:56;1;4;2;1989;0;30
201900033058;1;1;RUE DE DOUAI;8;11;2019;75;48.8814238;2.3356149;10:56;1;1;2;1989;1;30
201900033332;1;5;RUE DE LA JUSTICE;4;10;2019;75;48.8690599;2.4088319;12:15;8;1;1;1964;4;55
201900033332;1;5;RUE DE LA JUSTICE;4;10;2019;75;48.8690599;2.4088319;12:15;8;4;1;1996;1;23
201900033339;1;5;BOULEVARD GENERAL MARTIAL VALIN;4;10;2019;75;48.8383398;2.2707986;18:45;1;1;1;2000;0;19
201900033339;1;5;BOULEVARD GENERAL MARTIAL VALIN;4;10;2019;75;48.8383398;2.2707986;18:45;1;4;1;1970;5;49
201900033339;1;5;BOULEVARD GENERAL MARTIAL VALIN;4;10;2019;75;48.8383398;2.2707986;18:45;1;1;1;2000;0;19
201900033339;1;5;BOULEVARD GENERAL MARTIAL VALIN;4;10;2019;75;48.8383398;2.2707986;18:45;1;4;1;1970;5;49
201900033341;1;5;BOULEVARD KELLERMANN;4;10;2019;75;48.8208509;2.3555582;16:15;1;4;1;1968;5;51
201900033341;1;5;BOULEVARD KELLERMANN;4;10;2019;75;48.8208509;2.3555582;16:15;1;4;2;1986;9;33
201900034663;1;1;BOULEVARD ARAGO;14;12;2019;75;48.83445;2.333443;20:00;1;4;2;1998;1;21
201900034955;1;5;PLACE PAUL ELUARD;6;11;2019;75;48.8902718;2.3599148;13:44;1;4;1;1985;4;34
201900034955;1;5;PLACE PAUL ELUARD;6;11;2019;75;48.8902718;2.3599148;13:44;1;4;2;2000;5;19
201900034955;1;5;PLACE PAUL ELUARD;6;11;2019;75;48.8902718;2.3599148;13:44;1;1;1;1985;5;34
201900035318;1;6;RUE D ALESIA;2;10;2019;75;48.8293008;2.322665;12:35;1;4;2;1989;5;30
201900035318;1;6;RUE D ALESIA;2;10;2019;75;48.8293008;2.322665;12:35;1;1;1;1981;1;38
201900035320;1;1;RUE DE CONSTANTINOPLE;3;10;2019;75;48.8790604;2.3232349;08:55;1;4;2;1967;1;52
201900035320;1;1;RUE DE CONSTANTINOPLE;3;10;2019;75;48.8790604;2.3232349;08:55;1;1;1;1990;1;29
201900035321;1;6;BOULEVARD SAINT GERMAIN;3;10;2019;75;48.857547;2.3240402;00:01;1;1;1;1988;4;31
