Num_Acc;catv;situ;adr;jour;mois;an;dep;lat;long;hrmn;atm;grav;sexe;an_nais;trajet;age
201900035321;1;6;BOULEVARD SAINT GERMAIN;3;10;2019;75;48.857547;2.3240402;00:01;1;4;1;1996;0;23
201900036232;1;5;BOULEVARD BRUNE;11;12;2019;75;48.8241117;2.3212317;21:25;2;1;1;1966;5;53
201900036232;1;5;BOULEVARD BRUNE;11;12;2019;75;48.8241117;2.3212317;21:25;2;1;1;1958;4;61
201900036232;1;5;BOULEVARD BRUNE;11;12;2019;75;48.8241117;2.3212317;21:25;2;1;1;1981;5;38
201900036232;1;5;BOULEVARD BRUNE;11;12;2019;75;48.8241117;2.3212317;21:25;2;4;1;1968;0;51
201900036233;1;5;RUE DE LOBAU;13;12;2019;75;48.856959;2.353714;19:20;2;4;2;1992;0;27
201900036233;1;5;RUE DE LOBAU;13;12;2019;75;48.856959;2.353714;19:20;2;4;1;1965;4;54
201900036237;1;5;QUAI D AUSTERLITZ;13;12;2019;75;48.838656;2.372371;09:45;2;4;2;1997;9;22
201900036237;1;5;QUAI D AUSTERLITZ;13;12;2019;75;48.838656;2.372371;09:45;2;1;1;1980;4;39
201900036239;1;5;RUE DE ROME;13;12;2019;75;48.881095;2.321001;17:00;1;1;1;1951;5;68
201900036239;1;5;RUE DE ROME;13;12;2019;75;48.881095;2.321001;17:00;1;4;2;1989;1;30
201900036242;1;1;AVENUE HOCHE;13;12;2019;75;48.875524;2.299227;10:30;1;1;1;1967;0;52
201900036242;1;1;AVENUE HOCHE;13;12;2019;75;48.875524;2.299227;10:30;1;4;2;1964;0;55
201900036244;1;1;RUE LAS CASES;13;12;2019;75;48.858635;2.319824;08:15;2;4;1;1973;1;46
201900038122;1;5;RUE BUFFON;12;12;2019;75;48.842635;2.361623;17:25;2;4;2;1993;0;26
201900038122;1;5;RUE BUFFON;12;12;2019;75;48.842635;2.361623;17:25;2;1;2;1983;9;36
201900038127;1;1;RUE DE CRIMEE;12;12;2019;75;48.8806739;2.3882413;18:15;3;4;1;1989;5;30
201900038160;1;5;BOULEVARD KELLERMANN;12;12;2019;75;48.8193297;2.3445776;06:05;1;4;1;1982;0;37
201900038160;1;5;BOULEVARD KELLERMANN;12;12;2019;75;48.8193297;2.3445776;06:05;1;1;1;1959;0;60
201900038184;1;1;RUE DU ROCHER;12;12;2019;75;48.876857;2.321665;19:30;2;4;1;1986;1;33
201900038698;1;5;RUE ETIENNE MARCEL;30;10;2019;75;48.8634;2.350945;11:35;1;1;1;1976;4;43
201900038698;1;5;RUE ETIENNE MARCEL;30;10;2019;75;48.8634;2.350945;11:35;1;1;2;1984;0;35
201900038698;1;5;RUE ETIENNE MARCEL;30;10;2019;75;48.8634;2.350945;11:35;1;3;2;1988;1;31
201900038705;1;1;RUE DE BELLEVILLE;30;10;2019;75;48.8733868;2.3826038;08:30;8;1;1;1970;0;49
201900038705;1;1;RUE DE BELLEVILLE;30;10;2019;75;48.8733868;2.3826038;08:30;8;4;1;1973;4;46
201900038707;1;5;BOULEVARD DE LA VILLETTE;1;11;2019;75;48.8797822;2.3704239;13:10;8;4;1;1990;0;29
201900038707;1;5;BOULEVARD DE LA VILLETTE;1;11;2019;75;48.8797822;2.3704239;13:10;8;1;1;1988;5;31
201900038710;1;1;RUE DE LA CHAPELLE;30;10;2019;75;48.8965729;2.359242;15:30;1;1;1;1997;0;22
201900038710;1;1;RUE DE LA CHAPELLE;30;10;2019;75;48.8965729;2.359242;15:30;1;4;2;1962;0;57
201900038711;1;5;RUE LEGENDRE;31;10;2019;75;48.890379;2.3243691;09:30;1;4;2;1979;1;40
201900038711;1;5;RUE LEGENDRE;31;10;2019;75;48.890379;2.3243691;09:30;1;4;2;1979;1;40
201900038738;1;5;RUE DE RIVOLI;2;11;2019;75;48.859089;2.346445;16:55;1;1;1;1990;4;29
201900038738;1;5;RUE DE RIVOLI;2;11;2019;75;48.859089;2.346445;16:55;1;4;2;1970;5;49
201900038756;1;1;AVENUE SECRETAN;2;10;2019;75;48.8824769;2.3703847;21:10;1;4;1;1958;0;61
201900038756;1;1;AVENUE SECRETAN;2;10;2019;75;48.8824769;2.3703847;21:10;1;1;2;1997;9;22
201900039971;1;1;RUE DE LA GLACIERE;11;12;2019;75;48.834168;2.344854;21:57;8;4;1;1993;5;26
201900039971;1;1;RUE DE LA GLACIERE;11;12;2019;75;48.834168;2.344854;21:57;8;1;1;1988;4;31
201900039976;1;1;RUE DU ROCHER;11;12;2019;75;48.878239;2.319837;10:40;8;1;1;1964;4;55
201900039976;1;1;RUE DU ROCHER;11;12;2019;75;48.878239;2.319837;10:40;8;4;1;1982;4;37
201900039980;1;1;BOULEVARD DES INVALIDES;11;12;2019;75;48.854678;2.314847;19:00;1;4;2;1952;0;67
201900039980;1;1;BOULEVARD DES INVALIDES;11;12;2019;75;48.854678;2.314847;19:00;1;1;1;1993;1;26
201900039981;1;1;RUE DES PYRAMIDES;8;12;2019;75;48.864097;2.332362;14:50;1;1;1;1967;1;52
201900039981;1;1;RUE DES PYRAMIDES;8;12;2019;75;48.864097;2.332362;14:50;1;2;1;1964;5;55
201900040770;1;1;RUE RAYNOUARD;1;10;2019;75;48.8537189;2.2774148;12:45;1;1;1;1963;5;56
201900040770;1;1;RUE RAYNOUARD;1;10;2019;75;48.8537189;2.2774148;12:45;1;3;1;1993;0;26
201900040782;1;5;BOULEVARD JOURDAN;30;9;2019;75;48.8217542;2.3325128;07:00;1;4;1;1986;1;33
201900040783;1;1;AVENUE DE SAINT MAURICE;1;10;2019;75;48.8292648;2.4199601;09:30;2;4;2;1975;5;44
201900040783;1;1;AVENUE DE SAINT MAURICE;1;10;2019;75;48.8292648;2.4199601;09:30;2;4;1;1964;1;55
201900040789;1;6;BOULEVARD DE SEBASTOPOL;1;10;2019;75;48.858526;2.348194;07:20;1;1;1;1975;4;44
201900040789;1;6;BOULEVARD DE SEBASTOPOL;1;10;2019;75;48.858526;2.348194;07:20;1;4;1;1981;1;38
201900041869;1;1;RUE D AVRON;10;12;2019;75;48.852998;2.407777;14:00;1;4;2;1956;5;63
201900042380;1;5;BOULEVARD BARBES;5;11;2019;75;48.8854128;2.3495246;17:40;1;1;1;1998;0;21
201900042380;1;5;BOULEVARD BARBES;5;11;2019;75;48.8854128;2.3495246;17:40;1;1;1;1996;0;23
201900042380;1;5;BOULEVARD BARBES;5;11;2019;75;48.8854128;2.3495246;17:40;1;1;1;1982;0;37
201900042380;1;5;BOULEVARD BARBES;5;11;2019;75;48.8854128;2.3495246;17:40;1;3;1;1963;4;56
201900042383;1;1;RUE DES COURONNES;6;11;2019;75;48.872271;2.389356;15:10;1;1;1;1997;5;22
201900042383;1;1;RUE DES COURONNES;6;11;2019;75;48.872271;2.389356;15:10;1;4;2;1928;5;91
201900042393;1;5;RUE LEBOUIS;5;11;2019;75;48.836451;2.32193;15:00;1;4;1;1990;5;29
201900042393;1;5;RUE LEBOUIS;5;11;2019;75;48.836451;2.32193;15:00;1;1;1;1976;4;43
201900042393;1;5;RUE LEBOUIS;5;11;2019;75;48.836451;2.32193;15:00;1;1;1;1985;4;34
201900042394;1;5;BOULEVARD VOLTAIRE;6;11;2019;75;48.8610043;2.3748363;18:05;2;4;2;1962;0;57
201900042394;1;5;BOULEVARD VOLTAIRE;6;11;2019;75;48.8610043;2.3748363;18:05;2;1;1;1997;5;22
201900042632;1;1;RUE DE MONTREUIL;30;9;2019;75;48.8504732;2.384462;19:00;1;4;2;1987;0;32
201900042637;1;5;RUE SAINT MAUR;30;9;2019;75;48.868439;2.374935;11:15;1;4;2;1983;1;36
201900043531;1;5;BOULEVARD VICTOR;10;12;2019;75;48.8355172;2.2801791;09:20;1;4;2;1973;1;46
201900043531;1;5;BOULEVARD VICTOR;10;12;2019;75;48.8355172;2.2801791;09:20;1;1;1;1999;1;20
201900043531;1;5;BOULEVARD VICTOR;10;12;2019;75;48.8355172;2.2801791;09:20;1;4;2;1973;1;46
201900043531;1;5;BOULEVARD VICTOR;10;12;2019;75;48.8355172;2.2801791;09:20;1;1;1;1999;1;20
201900043534;1;6;RUE SAINT LAZARE;10;12;2019;75;48.875867;2.329183;13:01;1;1;1;1966;5;53
201900043534;1;6;RUE SAINT LAZARE;10;12;2019;75;48.875867;2.329183;13:01;1;4;2;1967;4;52
201900043536;1;1;PLACE DE LA CONCORDE;10;12;2019;75;48.8649441;2.3193693;19:15;2;1;1;1988;1;31
201900043536;1;1;PLACE DE LA CONCORDE;10;12;2019;75;48.8649441;2.3193693;19:15;2;4;2;1997;1;22
201900043540;1;1;QUAI DE L HOTEL DE VILLE;10;12;2019;75;48.853645;2.3569073;08:50;1;1;1;1968;9;51
201900043540;1;1;QUAI DE L HOTEL DE VILLE;10;12;2019;75;48.853645;2.3569073;08:50;1;4;1;1958;0;61
201900044714;1;1;VOIE GEORGES POMPIDOU;28;9;2019;75;48.849273;2.276782;18:30;1;4;1;1979;0;40
201900044714;1;1;VOIE GEORGES POMPIDOU;28;9;2019;75;48.849273;2.276782;18:30;1;1;1;1970;0;49
201900044716;1;5;ROUTE DES TRIBUNES;28;9;2019;75;48.863866;2.2366033;12:57;1;4;1;1970;5;49
201900044716;1;5;ROUTE DES TRIBUNES;28;9;2019;75;48.863866;2.2366033;12:57;1;4;1;1963;5;56
201900044716;1;5;ROUTE DES TRIBUNES;28;9;2019;75;48.863866;2.2366033;12:57;1;4;1;1970;5;49
201900044716;1;5;ROUTE DES TRIBUNES;28;9;2019;75;48.863866;2.2366033;12:57;1;4;1;1963;5;56
201900045342;1;5;RUE AUGUSTIN THIERRY;9;12;2019;75;48.8761248;2.3937154;14:20;2;1;1;1959;0;60
201900045342;1;5;RUE AUGUSTIN THIERRY;9;12;2019;75;48.8761248;2.3937154;14:20;2;4;2;1968;0;51
201900045350;1;4;RUE DE L ABBE CARTON;9;12;2019;75;48.8281134;2.3197944;14:10;1;1;2;1946;5;73
201900045350;1;4;RUE DE L ABBE CARTON;9;12;2019;75;48.8281134;2.3197944;14:10;1;4;1;2001;1;18
201900045351;1;5;RUE DU PERE CORENTIN;9;12;2019;75;48.824105;2.32776;08:10;3;1;1;1954;1;65
201900045351;1;5;RUE DU PERE CORENTIN;9;12;2019;75;48.824105;2.32776;08:10;3;4;1;2003;2;16
201900045356;1;1;BOULEVARD DE CLICHY;9;12;2019;75;48.883449;2.3333313;12:50;1;4;2;1996;2;23
201900045359;1;5;RUE DE RIVOLI;9;12;2019;75;48.858234;2.349077;17:05;1;4;2;1946;5;73
201900045359;1;5;RUE DE RIVOLI;9;12;2019;75;48.858234;2.349077;17:05;1;1;1;1995;5;24
201900045488;1;6;AVENUE DE FLANDRE;7;12;2019;75;48.890624;2.37685;23:55;1;1;1;1990;3;29
201900045488;1;6;AVENUE DE FLANDRE;7;12;2019;75;48.890624;2.37685;23:55;1;4;1;1994;0;25
201900045497;1;6;AVENUE MONTAIGNE;7;12;2019;75;48.8677213;2.3076868;12:44;1;4;1;1990;5;29
201900045497;1;6;AVENUE MONTAIGNE;7;12;2019;75;48.8677213;2.3076868;12:44;1;1;1;1948;1;71
201900045499;1;1;PLACE JOFFRE;8;12;2019;75;48.8527256;2.3031753;19:45;1;4;2;2001;1;18
201900045499;1;1;PLACE JOFFRE;8;12;2019;75;48.8527256;2.3031753;19:45;1;1;1;1968;4;51
201900045501;1;1;RUE DU PAS DE LA MULE;8;12;2019;75;48.856058;2.366615;21:45;2;4;1;1990;5;29
201900046168;1;6;BOULEVARD SAINT GERMAIN;4;11;2019;75;48.8527125;2.3377536;10:00;1;4;1;1991;0;28
201900046175;1;5;RUE DE LA CONVENTION;31;10;2019;75;48.8411159;2.2878709;16:15;7;1;1;1984;4;35
201900046175;1;5;RUE DE LA CONVENTION;31;10;2019;75;48.8411159;2.2878709;16:15;7;4;1;1998;5;21
201900046176;1;1;BOULEVARD ARAGO;4;11;2019;75;48.8344667;2.333839;12:10;1;4;1;1991;5;28
201900046176;1;1;BOULEVARD ARAGO;4;11;2019;75;48.8344667;2.333839;12:10;1;1;1;1951;5;68
201900046514;1;1;PLACE DU TROCADERO ET DU 11 NOVEMBRE;27;9;2019;75;48.8625224;2.2872586;13:00;2;1;1;1990;5;29
201900046514;1;1;PLACE DU TROCADERO ET DU 11 NOVEMBRE;27;9;2019;75;48.8625224;2.2872586;13:00;2;4;2;2003;2;16
201900046516;1;6;BOULEVARD RASPAIL;26;9;2019;75;48.8387025;2.330837;09:15;8;4;1;1955;0;64
201900046516;1;6;BOULEVARD RASPAIL;26;9;2019;75;48.8387025;2.330837;09:15;8;4;1;1981;1;38
201900046519;1;5;BOULEVARD PONIATOWSKI;27;9;2019;75;48.832564;2.400133;12:35;1;4;1;1972;0;47
201900046519;1;5;BOULEVARD PONIATOWSKI;27;9;2019;75;48.832564;2.400133;12:35;1;1;1;1991;1;28
201900046526;1;1;RUE CHARLOT;26;9;2019;75;48.8640351;2.3639198;12:35;8;4;1;1979;0;40
201900046526;1;1;RUE CHARLOT;26;9;2019;75;48.8640351;2.3639198;12:35;8;4;1;1979;0;40
201900047235;1;6;RUE DE MENILMONTANT;7;12;2019;75;48.86793;2.386616;04:25;1;1;1;1996;5;23
201900047235;1;6;RUE DE MENILMONTANT;7;12;2019;75;48.86793;2.386616;04:25;1;4;1;1984;5;35
201900047236;1;5;AVENUE DE NEW YORK;7;12;2019;75;48.862554;2.293899;16:15;1;4;2;1966;5;53
201900047236;1;5;AVENUE DE NEW YORK;7;12;2019;75;48.862554;2.293899;16:15;1;4;1;1990;0;29
201900047242;1;1;ROUTE DE LA PYRAMIDE;7;12;2019;75;48.839478;2.437549;15:10;1;4;1;1993;9;26
201900047242;1;1;ROUTE DE LA PYRAMIDE;7;12;2019;75;48.839478;2.437549;15:10;1;1;2;1994;9;25
201900047242;1;1;ROUTE DE LA PYRAMIDE;7;12;2019;75;48.839478;2.437549;15:10;1;4;1;1993;9;26
201900047242;1;1;ROUTE DE LA PYRAMIDE;7;12;2019;75;48.839478;2.437549;15:10;1;1;2;1994;9;25
201900047243;1;1;RUE DU FAUBOURG SAINT ANTOINE;7;12;2019;75;48.849875;2.386061;16:30;8;4;1;2003;0;16
201900047243;1;1;RUE DU FAUBOURG SAINT ANTOINE;7;12;2019;75;48.849875;2.386061;16:30;8;1;1;1997;0;22
201900047246;1;5;RUE SAINT MERRI;7;12;2019;75;48.859021;2.353719;09:35;2;4;2;1981;5;38
201900047963;1;1;RUE DE LA CONVENTION;2;11;2019;75;48.83833;2.29394;15:00;8;4;1;2015;5;4
201900047963;1;1;RUE DE LA CONVENTION;2;11;2019;75;48.83833;2.29394;15:00;8;1;1;1984;4;35
201900047970;1;1;RUE DE ROCHECHOUART;2;11;2019;75;48.88201;2.3465948;10:30;1;4;1;1956;4;63
201900047970;1;1;RUE DE ROCHECHOUART;2;11;2019;75;48.88201;2.3465948;10:30;1;1;1;1980;0;39
201900048341;1;1;PONT DE SULLY;26;9;2019;75;48.849406;2.3567876;10:10;1;4;2;1955;0;64
201900048341;1;1;PONT DE SULLY;26;9;2019;75;48.849406;2.3567876;10:10;1;1;1;1972;0;47
201900048344;1;1;AVENUE DE LAUMIERE;26;9;2019;75;48.884672;2.379837;15:50;8;1;1;1957;9;62
201900048344;1;1;AVENUE DE LAUMIERE;26;9;2019;75;48.884672;2.379837;15:50;8;4;1;2004;0;15
201900048354;1;5;RUE DE CLERY;24;9;2019;75;48.868952;2.349473;12:45;2;4;1;1993;1;26
201900049270;1;1;RUE DE LA REUNION;6;12;2019;75;48.853982;2.402621;13:05;2;1;1;1968;4;51
201900049270;1;1;RUE DE LA REUNION;6;12;2019;75;48.853982;2.402621;13:05;2;4;2;1957;5;62
201900049278;1;5;BOULEVARD JOURDAN;6;12;2019;75;48.820405;2.338811;07:35;8;3;1;1980;1;39
201900049281;1;1;BOULEVARD JULES FERRY;6;12;2019;75;48.868529;2.367167;06:20;1;4;2;1976;1;43
201900049281;1;1;BOULEVARD JULES FERRY;6;12;2019;75;48.868529;2.367167;06:20;1;4;1;1988;1;31
201900049283;1;5;BOULEVARD DE MAGENTA;6;12;2019;75;48.876521;2.355859;10:10;2;4;1;1988;0;31
201900049772;1;1;RUE DE BELLEVILLE;28;10;2019;75;48.8739368;2.3853622;20:10;1;4;1;1991;5;28
201900049773;1;1;RUE MARX DORMOY;29;10;2019;75;48.8868708;2.3596372;09:05;2;1;1;1970;4;49
201900049773;1;1;RUE MARX DORMOY;29;10;2019;75;48.8868708;2.3596372;09:05;2;4;1;2005;5;14
201900049782;1;1;PLACE DE LA CONCORDE;29;10;2019;75;48.8640686;2.3201196;08:00;2;4;1;1968;5;51
201900049782;1;1;PLACE DE LA CONCORDE;29;10;2019;75;48.8640686;2.3201196;08:00;2;1;1;1985;5;34
201900049783;1;1;RUE PASQUIER;28;10;2019;75;48.8715057;2.3231129;21:20;1;4;2;1980;9;39
201900049783;1;1;RUE PASQUIER;28;10;2019;75;48.8715057;2.3231129;21:20;1;1;1;1992;5;27
201900050177;1;5;PLACE AUGUSTE BARON;25;9;2019;75;48.9008494;2.388944;14:25;1;4;2;1950;5;69
201900050177;1;5;PLACE AUGUSTE BARON;25;9;2019;75;48.9008494;2.388944;14:25;1;1;1;1999;4;20
201900050184;1;1;RUE DE REUILLY;24;9;2019;75;48.841673;2.393399;12:18;2;4;2;1998;0;21
201900050191;1;1;BOULEVARD HAUSSMANN;24;9;2019;75;48.8721277;2.3391918;08:50;8;1;1;1970;0;49
201900050191;1;1;BOULEVARD HAUSSMANN;24;9;2019;75;48.8721277;2.3391918;08:50;8;1;2;1991;9;28
201900050191;1;1;BOULEVARD HAUSSMANN;24;9;2019;75;48.8721277;2.3391918;08:50;8;4;1;1995;0;24
201900051126;1;1;PLACE SAINT MICHEL;5;12;2019;75;48.853421;2.344182;20:15;1;4;1;1990;1;29
201900051131;1;1;AVENUE VICTOR HUGO;5;12;2019;75;48.8724919;2.2919798;22:30;5;4;1;1981;1;38
201900051135;1;1;BOULEVARD LEFEBVRE;5;12;2019;75;48.8310141;2.2923485;06:50;8;4;1;1978;0;41
201900051135;1;1;BOULEVARD LEFEBVRE;5;12;2019;75;48.8310141;2.2923485;06:50;8;1;2;1989;5;30
201900051583;1;1;AVENUE GAMBETTA;28;10;2019;75;48.86356;2.390032;08:35;1;4;1;1999;0;20
201900051583;1;1;AVENUE GAMBETTA;28;10;2019;75;48.86356;2.390032;08:35;1;1;1;1984;9;35
201900052038;1;1;RUE DE MENILMONTANT;24;9;2019;75;48.867545;2.385091;11:00;2;4;1;1995;9;24
201900052038;1;1;RUE DE MENILMONTANT;24;9;2019;75;48.867545;2.385091;11:00;2;1;1;1982;4;37
201900052042;1;5;AVENUE DE LA PORTE DE CLIGNANCOURT;24;9;2019;75;48.8993669;2.3441495;07:30;1;4;1;1954;1;65
201900052046;1;1;RUE DE LA CROIX NIVERT;24;9;2019;75;48.846974;2.300203;17:50;2;1;1;1990;4;29
201900052046;1;1;RUE DE LA CROIX NIVERT;24;9;2019;75;48.846974;2.300203;17:50;2;4;1;1979;5;40
201900053381;1;1;RUE SAINT MAUR;24;9;2019;75;48.865639;2.37736;20:35;1;4;1;1993;0;26
201900053383;1;5;BOULEVARD VOLTAIRE;24;9;2019;75;48.864591;2.368798;08:40;2;4;2;1989;1;30
201900053540;1;1;AVENUE PARMENTIER;27;10;2019;75;48.859137;2.379496;15:30;2;4;1;1993;0;26
201900053551;1;1;QUAI DE L HOTEL DE VILLE;27;10;2019;75;48.8553251;2.3527582;01:20;1;1;1;1985;1;34
201900053551;1;1;QUAI DE L HOTEL DE VILLE;27;10;2019;75;48.8553251;2.3527582;01:20;1;4;1;1987;9;32
201900053810;1;1;PLACE DU TROCADERO ET DU 11 NOVEMBRE;26;10;2019;75;48.8625333;2.2868256;16:20;1;4;1;1957;5;62
201900054625;1;1;AVENUE MOZART;30;11;2019;75;48.850508;2.2670711;13:00;1;3;1;1969;5;50
201900054628;1;1;RUE DE LA CONVENTION;4;12;2019;75;48.841102;2.287892;16:50;1;4;1;1988;1;31
201900054628;1;1;RUE DE LA CONVENTION;4;12;2019;75;48.841102;2.287892;16:50;1;1;1;1978;5;41
201900054628;1;1;RUE DE LA CONVENTION;4;12;2019;75;48.841102;2.287892;16:50;1;1;1;1996;5;23
201900054634;1;1;RUE AMELOT;4;12;2019;75;48.85591;2.36918;20:40;1;4;1;1972;0;47
201900054634;1;1;RUE AMELOT;4;12;2019;75;48.85591;2.36918;20:40;1;1;1;1989;0;30
201900054724;1;1;AVENUE D IENA;3;12;2019;75;48.8717439;2.2953808;18:00;1;1;1;1971;4;48
201900054724;1;1;AVENUE D IENA;3;12;2019;75;48.8717439;2.2953808;18:00;1;4;1;1981;4;38
201900054727;1;1;RUE VILLIOT;3;12;2019;75;48.841909;2.375954;08:30;1;4;2;1969;1;50
201900055343;1;1;AVENUE DE VILLIERS;23;9;2019;75;48.8838196;2.3047593;19:45;1;1;1;1951;1;68
201900055343;1;1;AVENUE DE VILLIERS;23;9;2019;75;48.8838196;2.3047593;19:45;1;4;1;1997;1;22
201900055367;1;5;AVENUE D ITALIE;23;9;2019;75;48.8294431;2.3562697;16:10;1;1;1;1960;4;59
201900055367;1;5;AVENUE D ITALIE;23;9;2019;75;48.8294431;2.3562697;16:10;1;1;1;1960;5;59
201900055367;1;5;AVENUE D ITALIE;23;9;2019;75;48.8294431;2.3562697;16:10;1;4;1;1992;5;27
201900055373;1;1;BOULEVARD RICHARD LENOIR;23;9;2019;75;48.8540016;2.3689672;13:30;1;1;1;1991;4;28
201900055373;1;1;BOULEVARD RICHARD LENOIR;23;9;2019;75;48.8540016;2.3689672;13:30;1;4;2;1972;5;47
201900055644;1;5;AVENUE DE L HIPPODROME;19;9;2019;75;48.8622868;2.2383142;08:30;1;4;1;1978;5;41
201900055644;1;5;AVENUE DE L HIPPODROME;19;9;2019;75;48.8622868;2.2383142;08:30;1;1;2;2001;2;18
201900055644;1;5;AVENUE DE L HIPPODROME;19;9;2019;75;48.8622868;2.2383142;08:30;1;4;1;1978;5;41
201900055644;1;5;AVENUE DE L HIPPODROME;19;9;2019;75;48.8622868;2.2383142;08:30;1;1;2;2001;2;18
201900055647;1;1;RUE DES MORILLONS;21;9;2019;75;48.8332625;2.2993017;11:25;1;1;1;1973;5;46
201900055647;1;1;RUE DES MORILLONS;21;9;2019;75;48.8332625;2.2993017;11:25;1;4;2;1926;5;93
201900055648;1;1;RUE DE LA CONVENTION;21;9;2019;75;48.8399731;2.2903582;08:15;1;4;2;1960;5;59
201900055649;1;6;QUAI D AUSTERLITZ;22;9;2019;75;48.8419153;2.3678797;10:16;8;1;1;1943;0;76
201900055649;1;6;QUAI D AUSTERLITZ;22;9;2019;75;48.8419153;2.3678797;10:16;8;4;1;1984;5;35
201900056362;1;5;AVENUE DE L HIPPODROME;2;12;2019;75;48.858211;2.255027;11:30;1;1;1;1963;1;56
201900056362;1;5;AVENUE DE L HIPPODROME;2;12;2019;75;48.858211;2.255027;11:30;1;4;1;1975;1;44
201900056394;1;5;BOULEVARD RICHARD LENOIR;2;12;2019;75;48.864032;2.370751;18:00;1;4;1;1984;0;35
201900056394;1;5;BOULEVARD RICHARD LENOIR;2;12;2019;75;48.864032;2.370751;18:00;1;1;1;1980;5;39
201900056888;1;5;RUE DE PROVENCE;30;11;2019;75;48.874294;2.3332561;15:20;1;4;2;1975;9;44
201900056888;1;5;RUE DE PROVENCE;30;11;2019;75;48.874294;2.3332561;15:20;1;4;1;1999;4;20
201900057268;1;1;RUE DE REUILLY;25;10;2019;75;48.8444986;2.3899318;21:10;1;1;1;1994;4;25
201900057268;1;1;RUE DE REUILLY;25;10;2019;75;48.8444986;2.3899318;21:10;1;4;1;1959;1;60
201900057270;1;1;CARREFOUR DE LA PYRAMIDE;25;10;2019;75;48.8337901;2.4451656;18:05;1;4;1;1978;1;41
201900057278;1;5;AVENUE DAUMESNIL;25;10;2019;75;48.842466;2.385519;08:25;1;1;1;1998;4;21
201900057278;1;5;AVENUE DAUMESNIL;25;10;2019;75;48.842466;2.385519;08:25;1;4;1;1993;1;26
201900057282;1;1;QUAI DE L HOTEL DE VILLE;25;10;2019;75;48.8543721;2.3549423;17:20;8;4;1;1997;0;22
201900057282;1;1;QUAI DE L HOTEL DE VILLE;25;10;2019;75;48.8543721;2.3549423;17:20;8;4;2;1997;0;22
201900057879;1;1;RUE POUCHET;21;9;2019;75;48.894222;2.3205936;12:30;1;4;1;1977;5;42
201900057879;1;1;RUE POUCHET;21;9;2019;75;48.894222;2.3205936;12:30;1;1;1;1984;4;35
201900057924;1;1;PLACE CAMBRONNE;21;9;2019;75;48.8477589;2.301743;17:20;1;1;1;1937;0;82
201900057924;1;1;PLACE CAMBRONNE;21;9;2019;75;48.8477589;2.301743;17:20;1;4;1;1986;0;33
201900057936;1;1;RUE DE L ABBE GROULT;21;9;2019;75;48.8396525;2.296533;17:15;1;1;1;1948;5;71
201900057936;1;1;RUE DE L ABBE GROULT;21;9;2019;75;48.8396525;2.296533;17:15;1;4;1;2002;5;17
201900057969;1;1;AVENUE ALBERT BARTHOLOME;20;9;2019;75;48.8289399;2.2941148;17:35;1;1;2;1985;0;34
201900057969;1;1;AVENUE ALBERT BARTHOLOME;20;9;2019;75;48.8289399;2.2941148;17:35;1;4;1;1948;0;71
201900058015;1;1;PLACE DE LA REPUBLIQUE;21;9;2019;75;48.866726;2.3651507;23:00;1;4;1;1990;5;29
201900058071;1;5;BOULEVARD HENRI IV;20;9;2019;75;48.8501027;2.3589169;23:50;1;4;1;2001;0;18
201900058071;1;5;BOULEVARD HENRI IV;20;9;2019;75;48.8501027;2.3589169;23:50;1;1;1;1987;4;32
201900058778;1;1;AVENUE LEDRU ROLLIN;30;11;2019;75;48.8485984;2.372486;17:25;1;4;1;1986;1;33
201900058778;1;1;AVENUE LEDRU ROLLIN;30;11;2019;75;48.8485984;2.372486;17:25;1;1;1;1980;5;39
201900058782;1;5;RUE SAINT ANTOINE;30;11;2019;75;48.854942;2.361977;14:15;1;4;1;1950;3;69
